index,lat,lng,Full Location,City,Zipcode
Everett Square (Broadway at Norwood St),42.4071181245,-71.055562251,"{'house_number': '19', 'road': 'Norwood Street', 'hamlet': 'West Everett', 'town': 'Everett', 'county': 'Middlesex County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02149', 'country': 'United States', 'country_code': 'us'}",Everett,02149
Fan Pier,42.3533905070523,-71.04457139968872,"{'road': 'Boston HarborWalk', 'neighbourhood': 'Seaport', 'suburb': 'South Boston', 'city': 'Boston', 'county': 'Suffolk County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02210', 'country': 'United States', 'country_code': 'us'}",Boston,02210
Farragut Rd at E. 6th St,42.33352601,-71.02491192650001,"{'house_number': '145', 'road': 'Farragut Road', 'neighbourhood': 'City Point', 'suburb': 'South Boston', 'city': 'Boston', 'county': 'Suffolk County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02127', 'country': 'United States', 'country_code': 'us'}",Boston,02127
Fields Corner T Stop,42.29965715871032,-71.06062886661645,"{'house_number': '7', 'road': 'Faulkner Street', 'neighbourhood': 'Fields Corner', 'suburb': 'Dorchester', 'city': 'Boston', 'county': 'Suffolk County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02122', 'country': 'United States', 'country_code': 'us'}",Boston,02122
Flat 9 at Whittier,42.33422686276123,-71.08780193371561,"{'house_number': '180', 'road': 'Ruggles Street', 'neighbourhood': 'Roxbury Crossing', 'suburb': 'Roxbury', 'city': 'Boston', 'county': 'Suffolk County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02115', 'country': 'United States', 'country_code': 'us'}",Boston,02115
Foley St at Grand Union Blvd,42.393070655676965,-71.0808359981867,"{'road': 'Harold Cohen Way', 'neighbourhood': 'Ten Hills', 'city': 'Somerville', 'county': 'Middlesex County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02145', 'country': 'United States', 'country_code': 'us'}",Somerville,02145
Forest Hills,42.3008559995,-71.114310746,"{'house_number': '11', 'road': 'Morton Street', 'neighbourhood': 'Forest Hills', 'suburb': 'Roslindale', 'city': 'Boston', 'county': 'Suffolk County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02130', 'country': 'United States', 'country_code': 'us'}",Boston,02130
Forest River Park,42.506395,-70.88693,"{'road': 'Forest River Park', 'hamlet': 'South Salem', 'city': 'Salem', 'county': 'Essex County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '01970', 'country': 'United States', 'country_code': 'us'}",Salem,01970
Forsyth St at Huntington Ave,42.33916328,-71.0904657425,"{'amenity': 'Bluebikes - Forsyth St at Huntington Ave', 'road': 'Forsyth Street', 'suburb': 'Fenway / Kenmore', 'city': 'Boston', 'county': 'Suffolk County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02115', 'country': 'United States', 'country_code': 'us'}",Boston,02115
Foss Park,42.391061161233665,-71.09038513874958,"{'amenity': 'Blue Bikes - Foss Park - Somerville', 'road': 'Broadway', 'neighbourhood': 'East Somerville', 'city': 'Somerville', 'county': 'Middlesex County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02145', 'country': 'United States', 'country_code': 'us'}",Somerville,02145
Foss Park 2 (temp for winter),42.390671666,-71.08958494250001,"{'road': 'Broadway', 'neighbourhood': 'East Somerville', 'city': 'Somerville', 'county': 'Middlesex County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02145', 'country': 'United States', 'country_code': 'us'}",Somerville,02145
Four Corners - 157 Washington St,42.304288564195076,-71.07944184529777,"{'house_number': '157', 'road': 'Washington Street', 'neighbourhood': 'Grove Hall', 'suburb': 'Roxbury', 'city': 'Boston', 'county': 'Suffolk County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02121', 'country': 'United States', 'country_code': 'us'}",Boston,02121
Four Corners/Geneva T Stop,42.30328015741249,-71.07820600256164,"{'road': 'Eldon Street', 'neighbourhood': 'Mount Bowdoin', 'suburb': 'Dorchester', 'city': 'Boston', 'county': 'Suffolk County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02121', 'country': 'United States', 'country_code': 'us'}",Boston,02121
Franklin Park - Seaver St at Humboldt Ave,42.309796,-71.092225,"{'road': 'Seaver Street', 'suburb': 'Roxbury', 'city': 'Boston', 'county': 'Suffolk County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02121', 'country': 'United States', 'country_code': 'us'}",Boston,02121
Franklin Park Zoo - Franklin Park Rd at Blue Hill Ave,42.3034481695,-71.085381301,"{'road': 'Franklin Park Road', 'suburb': 'Roxbury', 'city': 'Boston', 'county': 'Suffolk County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02121', 'country': 'United States', 'country_code': 'us'}",Boston,02121
Fresh Pond Reservation,42.38267827521855,-71.143478951426,"{'road': 'Watertown-Cambridge Greenway', 'neighbourhood': 'Larchwood', 'city': 'Cambridge', 'county': 'Middlesex County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '20478', 'country': 'United States', 'country_code': 'us'}",Cambridge,20478
Galileo Galilei Way at Fulkerson St/Binney St,42.3664204,-71.0885418,"{'amenity': 'Bluebikes - Galileo Galilei Way at Fulkerson St/Binney St', 'road': 'Galileo Galilei Way', 'neighbourhood': 'Wellington-Harrington', 'suburb': 'East Cambridge', 'city': 'Cambridge', 'county': 'Middlesex County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02142', 'country': 'United States', 'country_code': 'us'}",Cambridge,02142
Galileo Galilei Way at Main Street,42.363003781560096,-71.08974037706501,"{'road': 'Galileo Galilei Way', 'neighbourhood': 'The Port', 'suburb': 'East Cambridge', 'city': 'Cambridge', 'county': 'Middlesex County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02142', 'country': 'United States', 'country_code': 'us'}",Cambridge,02142
Gallivan Blvd at Adams St,42.28297567840305,-71.05466698296368,"{'house_number': '540', 'road': 'Gallivan Boulevard', 'neighbourhood': 'Neponset', 'suburb': 'Dorchester', 'city': 'Boston', 'county': 'Suffolk County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02122', 'country': 'United States', 'country_code': 'us'}",Boston,02122
Geiger Gibson Community Health Center,42.31883721508768,-71.0453451388021,"{'road': 'Mount Vernon Street', 'suburb': 'Dorchester', 'city': 'Boston', 'county': 'Suffolk County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02125', 'country': 'United States', 'country_code': 'us'}",Boston,02125
Gilman Square T at Medford St,42.3867355,-71.0946444,"{'house_number': '315', 'road': 'Medford Street', 'neighbourhood': 'Prospect Hill', 'city': 'Somerville', 'county': 'Middlesex County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02143', 'country': 'United States', 'country_code': 'us'}",Somerville,02143
Glendale Square (Ferry St at Broadway),42.41423555146996,-71.04481332029908,"{'road': 'Russell Street', 'hamlet': 'Glendale', 'town': 'Everett', 'county': 'Middlesex County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02149', 'country': 'United States', 'country_code': 'us'}",Everett,02149
Goodhue St at Grove St,42.520897,-70.910528,"{'house_number': '2', 'road': 'Beaver Street', 'hamlet': 'North Salem', 'city': 'Salem', 'county': 'Essex County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '01970', 'country': 'United States', 'country_code': 'us'}",Salem,01970
Gore Street at Lambert Street,42.373079797934935,-71.08634233665725,"{'road': 'Gore Street', 'neighbourhood': 'Wellington-Harrington', 'suburb': 'East Cambridge', 'city': 'Cambridge', 'county': 'Middlesex County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02141', 'country': 'United States', 'country_code': 'us'}",Cambridge,02141
Gove St at Orleans St,42.37057753242139,-71.03558540113227,"{'house_number': '98', 'road': 'Gove Street', 'neighbourhood': 'Gove Street', 'suburb': 'East Boston', 'city': 'Boston', 'county': 'Suffolk County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02128', 'country': 'United States', 'country_code': 'us'}",Boston,02128
Government Center - Cambridge St at Court St,42.3598253979878,-71.05979576244862,"{'railway': 'Government Center', 'road': 'Cambridge Street', 'neighbourhood': 'Downtown Crossing', 'city': 'Boston', 'county': 'Suffolk County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02112', 'country': 'United States', 'country_code': 'us'}",Boston,02112
Graham and Parks School – Linnaean St at Walker St,42.38294430172271,-71.12449831038248,"{'amenity': 'Graham and Parks School', 'house_number': '44', 'road': 'Linnaean Street', 'neighbourhood': 'Avon Hill', 'city': 'Cambridge', 'county': 'Middlesex County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02138', 'country': 'United States', 'country_code': 'us'}",Cambridge,02138
Gramsdorf Playground,42.4081314615,-71.042929547,"{'road': 'Nichols Street', 'town': 'Everett', 'county': 'Middlesex County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02149', 'country': 'United States', 'country_code': 'us'}",Everett,02149
Green Street T Stop - Green St at Amory St,42.310579,-71.107341,"{'amenity': 'Bluebikes - Green Street T Stop', 'road': 'Green Street', 'suburb': 'Jamaica Plain', 'city': 'Boston', 'county': 'Suffolk County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02130', 'country': 'United States', 'country_code': 'us'}",Boston,02130
Grove Hall Library - 41 Geneva Ave,42.3079397255,-71.0809953565,"{'office': 'Henry Dearborn STEM Academy', 'house_number': '60', 'road': 'Geneva Avenue', 'neighbourhood': 'Grove Hall', 'suburb': 'Roxbury', 'city': 'Boston', 'county': 'Suffolk County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02121', 'country': 'United States', 'country_code': 'us'}",Boston,02121
Grove St at Community Path,42.396386809455,-71.12011306006025,"{'amenity': 'Grove St at Community Path', 'road': 'Grove Street', 'neighbourhood': 'West Somerville', 'city': 'Somerville', 'county': 'Middlesex County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02144', 'country': 'United States', 'country_code': 'us'}",Somerville,02144
HMS/HSPH - Avenue Louis Pasteur at Longwood Ave,42.33737808529865,-71.10286486150018,"{'amenity': ""Brigham and Women's Hospital"", 'house_number': '75', 'road': 'Francis Street', 'suburb': 'Fenway / Kenmore', 'city': 'Boston', 'county': 'Suffolk County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02115', 'country': 'United States', 'country_code': 'us'}",Boston,02115
Haines Square,42.42334132822644,-71.09124982346785,"{'amenity': 'Bluebikes - Haines Square - Medford', 'road': 'Spring Street Extension', 'hamlet': 'Glenwood', 'city': 'Medford', 'county': 'Middlesex County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02155', 'country': 'United States', 'country_code': 'us'}",Medford,02155
Hale Park,42.41532709603205,-71.05281829839441,"{'road': 'Vernal Street', 'hamlet': 'Glendale', 'town': 'Everett', 'county': 'Middlesex County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02149', 'country': 'United States', 'country_code': 'us'}",Everett,02149
Hancock St at Pleasant St,42.309845699308944,-71.06022036291407,"{'house_number': '215-223', 'road': 'Hancock Street', 'neighbourhood': 'Kane Square', 'suburb': 'Dorchester', 'city': 'Boston', 'county': 'Suffolk County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02122', 'country': 'United States', 'country_code': 'us'}",Boston,02122
Harris Park,42.41081837243052,-71.08152866385353,"{'road': 'Bradbury Avenue', 'hamlet': 'Wellington', 'city': 'Medford', 'county': 'Middlesex County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02145', 'country': 'United States', 'country_code': 'us'}",Medford,02145
Harrison Ave at Bennet St,42.34942609892521,-71.06209959843909,"{'amenity': 'Bluebikes', 'house_number': '174', 'road': 'Harrison Avenue', 'suburb': 'Chinatown', 'city': 'Boston', 'county': 'Suffolk County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02111', 'country': 'United States', 'country_code': 'us'}",Boston,02111
Harrison Ave at E. Dedham St,42.339194,-71.06975,"{'amenity': 'Boston University Medical Campus', 'house_number': '715', 'road': 'Albany Street', 'suburb': 'South End', 'city': 'Boston', 'county': 'Suffolk County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02118', 'country': 'United States', 'country_code': 'us'}",Boston,02118
Harrison Ave at Mullins Way,42.34520158307511,-71.06379409896391,"{'amenity': 'Bluebikes', 'house_number': '345', 'road': 'Harrison Avenue', 'suburb': 'Chinatown', 'city': 'Boston', 'county': 'Suffolk County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02118', 'country': 'United States', 'country_code': 'us'}",Boston,02118
Harvard Ave at Brainerd Rd,42.34957036795187,-71.13024736570867,"{'shop': 'CVS Pharmacy', 'house_number': '214', 'road': 'Harvard Avenue', 'neighbourhood': 'Allston Village', 'suburb': 'Allston', 'city': 'Boston', 'county': 'Suffolk County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02134', 'country': 'United States', 'country_code': 'us'}",Boston,02134
Harvard Kennedy School at Bennett St / Eliot St,42.3721384913933,-71.12185791156249,"{'building': 'Taubman Building', 'house_number': '15', 'road': 'Eliot Street', 'neighbourhood': 'Old Cambridge', 'suburb': 'Cambridgeport', 'city': 'Cambridge', 'county': 'Middlesex County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02163', 'country': 'United States', 'country_code': 'us'}",Cambridge,02163
Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,"{'building': 'Wasserstein Hall', 'house_number': '1585', 'road': 'Massachusetts Avenue', 'neighbourhood': 'Old Cambridge', 'city': 'Cambridge', 'county': 'Middlesex County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02163', 'country': 'United States', 'country_code': 'us'}",Cambridge,02163
Harvard Square at Brattle St / Eliot St,42.373328798874056,-71.12098601080106,"{'amenity': 'Blue Bikes', 'road': 'Brattle Street', 'neighbourhood': 'Old Cambridge', 'city': 'Cambridge', 'county': 'Middlesex County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02163', 'country': 'United States', 'country_code': 'us'}",Cambridge,02163
Harvard Square at Mass Ave/ Dunster,42.373247619500006,-71.1185420005,"{'amenity': 'Bluebikes - Harvard Square at Mass Ave/ Dunster', 'road': 'Dunster Street', 'neighbourhood': 'Riverside', 'suburb': 'Cambridgeport', 'city': 'Cambridge', 'county': 'Middlesex County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02163', 'country': 'United States', 'country_code': 'us'}",Cambridge,02163
Harvard St and Stedman St,42.344369941002554,-71.12483847134237,"{'amenity': 'Florida Ruffin Ridley School', 'house_number': '345', 'road': 'Harvard Street', 'neighbourhood': 'Coolidge Corner', 'town': 'Brookline', 'county': 'Norfolk County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02446', 'country': 'United States', 'country_code': 'us'}",Brookline,02446
Harvard St at Greene-Rose Heritage Park,42.36599432867437,-71.09522221614498,"{'house_number': '160', 'road': 'Harvard Street', 'neighbourhood': 'The Port', 'suburb': 'Cambridgeport', 'city': 'Cambridge', 'county': 'Middlesex County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02238', 'country': 'United States', 'country_code': 'us'}",Cambridge,02238
Harvard Stadium: N. Harvard St at Soldiers Field Rd,42.368019,-71.1242,"{'amenity': 'Harvard Athletic Complex', 'road': 'Academic Way', 'neighbourhood': ""Barry's Corner"", 'suburb': 'Allston', 'city': 'Boston', 'county': 'Suffolk County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02163', 'country': 'United States', 'country_code': 'us'}",Boston,02163
Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,"{'building': 'Pierce Hall', 'house_number': '29', 'road': 'Oxford Street', 'neighbourhood': 'Baldwin', 'city': 'Cambridge', 'county': 'Middlesex County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02318', 'country': 'United States', 'country_code': 'us'}",Cambridge,02318
Harvard University Gund Hall at Quincy St / Kirkland St,42.376369,-71.114025,"{'amenity': 'Blue Bikes - Harvard University Gund Hall at Quincy St / Kirkland S', 'road': 'Quincy Street', 'city': 'Cambridge', 'county': 'Middlesex County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02318', 'country': 'United States', 'country_code': 'us'}",Cambridge,02318
Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,"{'amenity': 'Blue Bikes - Harvard University Housing - 115 Putnam Ave at Peabody Terrace', 'road': 'Elmer Street', 'neighbourhood': 'Riverside', 'suburb': 'Cambridgeport', 'city': 'Cambridge', 'county': 'Middlesex County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02318', 'country': 'United States', 'country_code': 'us'}",Cambridge,02318
Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380302403499996,-71.125097071,"{'amenity': 'Radcliffe Quadrangle', 'road': 'Garden Street', 'neighbourhood': 'Old Cambridge', 'city': 'Cambridge', 'county': 'Middlesex County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02163', 'country': 'United States', 'country_code': 'us'}",Cambridge,02163
Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.369239074859216,-71.11687034368515,"{'building': '5 Cowperthwaite St (Graduate Housing)', 'house_number': '5', 'road': 'Cowperthwaite Street', 'neighbourhood': 'Riverside', 'suburb': 'Cambridgeport', 'city': 'Cambridge', 'county': 'Middlesex County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02138', 'country': 'United States', 'country_code': 'us'}",Cambridge,02138
Hawthorne Boulevard,42.5223714,-70.8903331,"{'house_number': '3', 'road': 'Hawthorne Boulevard', 'city': 'Salem', 'county': 'Essex County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '01970', 'country': 'United States', 'country_code': 'us'}",Salem,01970
High St at Cypress St,42.32464510949409,-71.12135231494904,"{'town': 'Brookline', 'county': 'Norfolk County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02445', 'country': 'United States', 'country_code': 'us'}",Brookline,02445
Honan Library,42.36027370454934,-71.12852452327388,"{'house_number': '2', 'road': 'Oxford Street', 'neighbourhood': ""Barry's Corner"", 'suburb': 'Allston', 'city': 'Boston', 'county': 'Suffolk County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02134', 'country': 'United States', 'country_code': 'us'}",Boston,02134
Hood Park,42.38002398246657,-71.0730457307954,"{'building': 'The Harvey', 'house_number': '50', 'road': 'Hood Park Drive', 'commercial': 'Hood Park', 'suburb': 'Charlestown', 'city': 'Boston', 'county': 'Suffolk County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02129', 'country': 'United States', 'country_code': 'us'}",Boston,02129
Hormel Stadium,42.407161897131886,-71.09640395623556,"{'road': 'Freedom Way', 'city': 'Medford', 'county': 'Middlesex County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02155', 'country': 'United States', 'country_code': 'us'}",Medford,02155
Huntington Ave at Mass Art,42.336585554561154,-71.0988699646623,"{'amenity': 'Massachusetts College of Art and Design', 'house_number': '621', 'road': 'Huntington Avenue', 'suburb': 'Mission Hill', 'city': 'Boston', 'county': 'Suffolk County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02115', 'country': 'United States', 'country_code': 'us'}",Boston,02115
Huron Ave At Vassal Lane,42.38165780195059,-71.1342507509919,"{'amenity': 'Blue Bikes - Huron Ave at Vassal Lane', 'road': 'Huron Avenue', 'neighbourhood': 'Huron Village', 'city': 'Cambridge', 'county': 'Middlesex County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02140', 'country': 'United States', 'country_code': 'us'}",Cambridge,02140
Hyde Park Ave at Walk Hill St,42.296040856749364,-71.11595184731922,"{'shop': 'Esperanza Vacations', 'house_number': '6', 'road': 'Walk Hill Street', 'neighbourhood': 'Forest Hills', 'suburb': 'Roslindale', 'city': 'Boston', 'county': 'Suffolk County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02130', 'country': 'United States', 'country_code': 'us'}",Boston,02130
Hyde Park Library,42.256886359999996,-71.1225166305,"{'road': 'Winthrop Street', 'neighbourhood': 'Fairmount', 'suburb': 'Hyde Park', 'city': 'Boston', 'county': 'Suffolk County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02137', 'country': 'United States', 'country_code': 'us'}",Boston,02137
Hyde Square - Barbara St at Centre St,42.32176525723952,-71.10984160567114,"{'house_number': '392', 'road': 'Centre Street', 'suburb': 'Jamaica Plain', 'city': 'Boston', 'county': 'Suffolk County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02120', 'country': 'United States', 'country_code': 'us'}",Boston,02120
ID Building East,42.344827,-71.028664,"{'amenity': 'Bluebikes', 'road': 'Drydock Avenue', 'suburb': 'South Boston', 'city': 'Boston', 'county': 'Suffolk County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02127', 'country': 'United States', 'country_code': 'us'}",Boston,02127
ID Building West,42.344819336,-71.031612185,"{'house_number': '24', 'road': 'Drydock Avenue', 'suburb': 'South Boston', 'city': 'Boston', 'county': 'Suffolk County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02210', 'country': 'United States', 'country_code': 'us'}",Boston,02210
Ink Block - Harrison Ave at Herald St,42.345901,-71.063187,"{'house_number': '300', 'road': 'Harrison Avenue', 'suburb': 'South End', 'city': 'Boston', 'county': 'Suffolk County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02118', 'country': 'United States', 'country_code': 'us'}",Boston,02118
Inman Square at Springfield St.,42.37426713524931,-71.10026478767395,"{'amenity': 'Blue Bikes - Inman Square at Vellucci Plaza / Hampshire St', 'road': 'Springfield Street', 'neighbourhood': 'Inman Square', 'city': 'Cambridge', 'county': 'Middlesex County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02143', 'country': 'United States', 'country_code': 'us'}",Cambridge,02143
Innovation Lab - 125 Western Ave at Batten Way,42.36371276003581,-71.12459778785706,"{'amenity': 'Harvard University', 'road': 'Western Avenue', 'neighbourhood': ""Barry's Corner"", 'suburb': 'Allston', 'city': 'Boston', 'county': 'Suffolk County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02134', 'country': 'United States', 'country_code': 'us'}",Boston,02134
JFK Crossing at Harvard St. / Thorndike St.,42.34663900837678,-71.12831507915641,"{'house_number': '455', 'road': 'Harvard Street', 'neighbourhood': 'Corey Hill', 'town': 'Brookline', 'county': 'Norfolk County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02446', 'country': 'United States', 'country_code': 'us'}",Brookline,02446
JFK/UMass T Stop,42.320332674078614,-71.05119979385071,"{'amenity': 'Blue Bikes - JFK / UMASS Station', 'road': 'William T. Morrissey Boulevard', 'suburb': 'Dorchester', 'city': 'Boston', 'county': 'Suffolk County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02125', 'country': 'United States', 'country_code': 'us'}",Boston,02125
Jackson Square T Stop,42.32293117195949,-71.10014140605927,"{'house_number': '245', 'road': 'Centre Street', 'suburb': 'Roxbury', 'city': 'Boston', 'county': 'Suffolk County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02120', 'country': 'United States', 'country_code': 'us'}",Boston,02120
Jamaica St at South St,42.3060362216204,-71.11567727850988,"{'house_number': '5;3;1', 'road': 'Metcalf Court', 'residential': 'South Street Apartments', 'suburb': 'Jamaica Plain', 'city': 'Boston', 'county': 'Suffolk County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02130', 'country': 'United States', 'country_code': 'us'}",Boston,02130
John Ahern Field at Kennedy-Longfellow School,42.36903566594827,-71.08630959910442,"{'amenity': 'Kennedy-Longfellow School', 'road': 'Spring Street', 'neighbourhood': 'Lechmere Square', 'suburb': 'East Cambridge', 'city': 'Cambridge', 'county': 'Middlesex County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02141', 'country': 'United States', 'country_code': 'us'}",Cambridge,02141
Kearins Playground,42.40616449366122,-71.0603616682221,"{'house_number': '24', 'road': 'Otis Street', 'hamlet': 'West Everett', 'town': 'Everett', 'county': 'Middlesex County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02149', 'country': 'United States', 'country_code': 'us'}",Everett,02149
Kendall Street,42.36356015842989,-71.08216792345047,"{'road': 'Kendall Square South Plaza', 'suburb': 'East Cambridge', 'city': 'Cambridge', 'county': 'Middlesex County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02142', 'country': 'United States', 'country_code': 'us'}",Cambridge,02142
Kendall T,42.3624278429124,-71.08495473861694,"{'road': 'Main Street', 'suburb': 'East Cambridge', 'city': 'Cambridge', 'county': 'Middlesex County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02142', 'country': 'United States', 'country_code': 'us'}",Cambridge,02142
Kenmore Square,42.348706,-71.097009,"{'junction': 'Kenmore Square', 'road': 'Commonwealth Avenue', 'neighbourhood': 'Audubon Square', 'suburb': 'Fenway / Kenmore', 'city': 'Boston', 'county': 'Suffolk County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02215', 'country': 'United States', 'country_code': 'us'}",Boston,02215
Kennedy-Longfellow School 158 Spring St,42.36955297756508,-71.08579014980933,"{'amenity': 'Kennedy-Longfellow School', 'road': 'Spring Street', 'neighbourhood': 'Lechmere Square', 'suburb': 'East Cambridge', 'city': 'Cambridge', 'county': 'Middlesex County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02141', 'country': 'United States', 'country_code': 'us'}",Cambridge,02141
Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469304347,-71.10057324171066,"{'house_number': '424', 'road': 'Massachusetts Avenue', 'neighbourhood': 'Central Square', 'suburb': 'Cambridgeport', 'city': 'Cambridge', 'county': 'Middlesex County', 'state': 'Massachusetts', 'ISO3166-2-lvl4': 'US-MA', 'postcode': '02139', 'country': 'United States', 'country_code': 'us'}",Cambridge,02139
